../mahout/mahout-0.1/,../mahout/mahout-0.5/,AVG Mod,10.5457148289%,,../mahout/mahout-0.5/,../mahout/mahout-0.10.0/,AVG Mod,5.01627419355%,,../mahout/mahout-0.10.0/,../mahout/mahout-0.12.2/,AVG Mod,0.0852794361526%
C:/Users/jtshu/Documents/Research/mahout/mahout-0.1/mahout-0.1/examples/src/test/java/org/apache/mahout/ga/watchmaker/cd/tool/ToolMapperTest.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/examples/src/test/java/org/apache/mahout/ga/watchmaker/cd/tool/ToolMapperTest.java,m,7.939%,,,,,,,,,,
C:/Users/jtshu/Documents/Research/mahout/mahout-0.1/mahout-0.1/examples/src/test/java/org/apache/mahout/ga/watchmaker/cd/tool/ToolReducerTest.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/examples/src/test/java/org/apache/mahout/ga/watchmaker/cd/tool/ToolReducerTest.java,m,2.004%,,,,,,,,,,
C:/Users/jtshu/Documents/Research/mahout/mahout-0.1/mahout-0.1/examples/src/test/java/org/apache/mahout/ga/watchmaker/cd/utils/MockDataSet.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/examples/src/test/java/org/apache/mahout/ga/watchmaker/cd/utils/MockDataSet.java,m,1.268%,,,,,,,,,,
C:/Users/jtshu/Documents/Research/mahout/mahout-0.1/mahout-0.1/examples/src/test/java/org/apache/mahout/ga/watchmaker/cd/utils/RandomRule.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/examples/src/test/java/org/apache/mahout/ga/watchmaker/cd/utils/RandomRule.java,m,0.493%,,,,,,,,,,
C:/Users/jtshu/Documents/Research/mahout/mahout-0.1/mahout-0.1/examples/src/test/java/org/apache/mahout/ga/watchmaker/cd/utils/RandomRuleResults.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/examples/src/test/java/org/apache/mahout/ga/watchmaker/cd/utils/RandomRuleResults.java,m,1.928%,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/common/DevURandomSeedGenerator.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/common/FastRandomSeedGenerator.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/common/RandomUtils.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/common/RandomWrapper.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/AbstractMatrix.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/AbstractVector.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/Algebra.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/CardinalityException.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/DenseMatrix.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/DenseVector.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/GenericPermuting.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/IndexException.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/Matrix.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/MatrixSlice.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/MatrixVectorView.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/MatrixView.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/NamedVector.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/OrderedIntDoubleMapping.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/OrthonormalityVerifier.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/package-info.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/QRDecomposition.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/RandomAccessSparseVector.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/SequentialAccessSparseVector.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/SingularValueDecomposition.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/SparseColumnMatrix.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/SparseMatrix.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/SparseRowMatrix.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/UnboundLabelException.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/Vector.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/VectorIterable.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/VectorList.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/VectorView.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/als/AlternateLeastSquaresSolver.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/decomposer/AsyncEigenVerifier.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/decomposer/EigenStatus.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/decomposer/SimpleEigenVerifier.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/decomposer/SingularVectorVerifier.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/decomposer/hebbian/EigenUpdater.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/decomposer/hebbian/HebbianSolver.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/decomposer/hebbian/HebbianUpdater.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/decomposer/hebbian/TrainingState.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/decomposer/lanczos/LanczosSolver.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/decomposer/lanczos/LanczosState.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/function/DoubleDoubleFunction.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/function/DoubleFunction.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/function/Functions.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/function/IntFunction.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/function/IntIntDoubleFunction.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/function/Mult.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/function/package-info.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/function/PlusMult.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/function/SquareRootFunction.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/function/TimesFunction.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/function/VectorFunction.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/jet/math/Arithmetic.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/jet/math/Constants.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/jet/math/package-info.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/jet/math/Polynomial.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/jet/random/AbstractContinousDistribution.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/jet/random/AbstractDiscreteDistribution.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/jet/random/AbstractDistribution.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/jet/random/Exponential.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/jet/random/Gamma.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/jet/random/NegativeBinomial.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/jet/random/Normal.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/jet/random/Poisson.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/jet/random/Uniform.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/jet/random/engine/MersenneTwister.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/jet/random/engine/package-info.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/jet/random/engine/RandomEngine.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/jet/random/sampling/package-info.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/jet/random/sampling/RandomSampler.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/jet/random/sampling/RandomSamplingAssistant.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/jet/stat/Gamma.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/jet/stat/package-info.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/jet/stat/Probability.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/matrix/DoubleMatrix1D.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/matrix/DoubleMatrix2D.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/matrix/impl/AbstractMatrix.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/matrix/impl/AbstractMatrix1D.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/matrix/impl/AbstractMatrix2D.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/matrix/impl/DelegateDoubleMatrix1D.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/matrix/impl/DenseDoubleMatrix1D.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/matrix/impl/DenseDoubleMatrix2D.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/matrix/impl/package-info.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/matrix/impl/SelectedDenseDoubleMatrix1D.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/matrix/impl/SelectedDenseDoubleMatrix2D.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/matrix/impl/SelectedSparseDoubleMatrix1D.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/matrix/impl/SelectedSparseDoubleMatrix2D.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/matrix/impl/SparseDoubleMatrix1D.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/matrix/impl/SparseDoubleMatrix2D.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/matrix/impl/WrapperDoubleMatrix1D.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/matrix/impl/WrapperDoubleMatrix2D.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/matrix/linalg/EigenvalueDecomposition.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/matrix/linalg/Property.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/ssvd/EigenSolverWrapper.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/stats/LogLikelihood.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/stats/OnlineExponentialAverage.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/main/java/org/apache/mahout/math/stats/OnlineSummarizer.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/test/java/org/apache/mahout/common/RandomUtilsTest.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/test/java/org/apache/mahout/math/AbstractTestVector.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/test/java/org/apache/mahout/math/MahoutTestCase.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/test/java/org/apache/mahout/math/MatrixTest.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/test/java/org/apache/mahout/math/QRDecompositionTest.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/test/java/org/apache/mahout/math/TestDenseMatrix.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/test/java/org/apache/mahout/math/TestDenseVector.java,+,,,,,,,,,,,
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/math/src/test/java/org/apache/mahout/math/TestMatrixView.java,+,,,,,,,,,,,
